INVOICEID,USERID,TYPE,RELID,DESCRIPTION,AMOUNT,DUEDATE,INVOICE_LABEL
1157544,79294,Domain,95150,Domain Renewal,12.95,18/10/2018 00:00:00,
1157545,72323,Domain,105366,Domain Renewal,12.95,18/10/2018 00:00:00,
1157546,78988,Domain,95171,Domain Renewal,24.95,18/10/2018 00:00:00,
1157548,59310,Domain,64729,Domain Renewal,24.95,18/10/2018 00:00:00,
1157549,87412,Domain,105392,Domain Renewal,24.95,18/10/2018 00:00:00,
1157551,87388,Domain,105368,Domain Renewal,15.95,18/10/2018 00:00:00,
1157552,87410,Domain,105391,Domain Renewal,12.95,18/10/2018 00:00:00,
1157470,65434,Domain,60627,Domain Renewal,12.95,18/10/2018 00:00:00,
1157553,82878,Domain,95145,Domain Renewal,1.79,18/10/2018 00:00:00,
1157554,58041,Domain,67793,Domain Renewal,12.96,18/10/2018 00:00:00,
1158640,61201,Domain,40284,Domain Renewal,24.95,25/10/2018 00:00:00,
1158640,61201,Domain,40320,Domain Renewal,24.95,25/10/2018 00:00:00,
1158641,73236,Domain,76230,Domain Renewal,12.95,25/10/2018 00:00:00,
1158642,82356,Domain,105564,Domain Renewal,24.95,25/10/2018 00:00:00,
1158643,70913,Domain,70225,Domain Renewal,12.47,25/10/2018 00:00:00,
1158644,64378,Domain,44691,Domain Renewal,12.95,25/10/2018 00:00:00,
1158585,67396,Domain,105565,Domain Renewal,24.95,25/10/2018 00:00:00,
1158645,59259,Domain,49828,Domain Renewal,12.95,25/10/2018 00:00:00,
1158645,59259,Domain,49832,Domain Renewal,9.95,25/10/2018 00:00:00,
1158645,59259,Domain,49831,Domain Renewal,12.95,25/10/2018 00:00:00,
1158646,70754,Domain,70699,Domain Renewal,24.95,25/10/2018 00:00:00,
1158647,71202,Domain,70733,Domain Renewal,1.79,25/10/2018 00:00:00,
1189792,86837,Hosting,571812,Cloud Ultima,1.69,02/05/2019 00:00:00,
1189793,85007,Hosting,570507,Website Builder,0.99,02/05/2019 00:00:00,
1189794,81347,Hosting,570185,Website Builder,7.95,02/05/2019 00:00:00,
1189795,87163,Hosting,572130,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189796,77074,Hosting,575264,Wordpress Hosting,0.99,02/05/2019 00:00:00,
1189776,62532,Hosting,562703,Cloud Lite Plus,3.99,02/05/2019 00:00:00,
1189798,66373,Hosting,556546,Level 1 Dedicated Server,21.99,02/05/2019 00:00:00,
1189799,75759,Hosting,563956,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189802,87192,Hosting,572119,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189803,89553,Hosting,573933,Wordpress Hosting,3.95,02/05/2019 00:00:00,
1189804,85013,Hosting,570511,Website Builder,1.69,02/05/2019 00:00:00,
1189759,93308,Hosting,576611,Website Builder,0.01,01/05/2019 00:00:00,
1189806,87460,Hosting,572375,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189807,74345,Hosting,562931,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189808,91245,Hosting,575494,Cloud Lite Plus,4.95,02/05/2019 00:00:00,
1189809,85447,Hosting,570823,Cloud Lite Plus,4.95,02/05/2019 00:00:00,
1189810,71943,Hosting,561118,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189812,79477,Hosting,566524,Cloud Ultima,14.95,02/05/2019 00:00:00,
1189814,75341,Hosting,566958,Cloud Lite Plus,6.54,02/05/2019 00:00:00,
1189815,82699,Hosting,568787,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189760,85696,Hosting,576604,Website Builder,9.95,01/05/2019 00:00:00,
1189818,77451,Hosting,573118,Cloud Business Plus,9.94,02/05/2019 00:00:00,
1189819,67436,Hosting,557228,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189778,91047,Hosting,575032,Cloud Business Plus,1.19,02/05/2019 00:00:00,
1189821,89242,Hosting,573682,Wordpress Hosting,7.94,02/05/2019 00:00:00,
1189822,88537,Hosting,573160,Cloud Lite Plus,6.54,02/05/2019 00:00:00,
1189761,87195,Hosting,572124,Cloud Lite Plus,4.59,01/05/2019 00:00:00,
1189779,90793,Hosting,575033,Cloud Business Plus,1.19,02/05/2019 00:00:00,
1189825,86417,Hosting,571591,Website Builder,1.19,02/05/2019 00:00:00,
1189827,77815,Hosting,566961,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189829,72301,Hosting,561363,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189831,80447,Hosting,567205,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189832,64500,Hosting,554218,Cloud Ultima,14.95,02/05/2019 00:00:00,
1189762,85037,Hosting,570531,Cloud Lite Plus,4.59,01/05/2019 00:00:00,
1189833,58790,Hosting,554222,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189834,88498,Hosting,573117,Wordpress Hosting,7.94,02/05/2019 00:00:00,
1189835,65859,Hosting,573675,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189836,78370,Hosting,565752,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189772,83392,Hosting,569310,Reseller Lite,0.5,02/05/2019 00:00:00,
1189837,59784,Hosting,49900,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1189839,85402,Hosting,574371,Wordpress Hosting,5.99,02/05/2019 00:00:00,
1189770,67476,Hosting,565757,Cloud VPS Custom PCS,6.95,02/05/2019 00:00:00,
1189751,79203,Hosting,566316,Cloud Lite Plus,4.59,07/04/2019 00:00:00,
1189842,86221,Hosting,575652,Cloud Lite Plus,0.69,02/05/2019 00:00:00,
1189843,90102,Hosting,574372,Website Builder,22.95,02/05/2019 00:00:00,
1189844,85400,Hosting,570820,Cloud Lite Plus,4.59,02/05/2019 00:00:00,
1190862,92244,Hosting,576380,Cloud Lite Plus,4.95,08/05/2019 00:00:00,
1190863,71031,Hosting,560424,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190864,92974,Hosting,576385,Wordpress Hosting,0.59,08/05/2019 00:00:00,
1190869,87286,Hosting,572188,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190870,80519,Hosting,567245,Cloud Business Plus,7.99,08/05/2019 00:00:00,
1190873,85087,Hosting,570619,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190874,70713,Hosting,562301,Cloud Business Plus,7.99,08/05/2019 00:00:00,
1190875,82462,Hosting,568618,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190876,71529,Hosting,560792,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190877,75163,Hosting,569618,Website Builder,9.95,08/05/2019 00:00:00,
1190878,83132,Hosting,569937,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190881,80522,Hosting,567246,Cloud VPS Option 2 PCS,14.73,08/05/2019 00:00:00,
1190882,65513,Hosting,567915,Cloud VPS Option 3 PCS,18.74,08/05/2019 00:00:00,
1190885,83484,Hosting,569378,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1190887,84767,Hosting,573747,Enterprise,39.95,08/05/2019 00:00:00,
1190888,72080,Hosting,561654,Cloud Lite Plus,4.59,08/05/2019 00:00:00,
1192019,71785,Hosting,560977,Level 1 Dedicated Server (14/05/2019,2.34,14/05/2019 00:00:00,
1192020,91788,Hosting,575572,Wordpress Hosting,0.99,14/05/2019 00:00:00,
1192021,66738,Hosting,556490,Cloud Lite Plus,4.59,14/05/2019 00:00:00,
1192001,90522,Hosting,574667,Website Builder,2.95,13/05/2019 00:00:00,
1192023,82851,Hosting,568912,Wordpress Hosting,6.54,14/05/2019 00:00:00,
1192010,93054,Hosting,576445,Cloud Business Plus,0.69,14/05/2019 00:00:00,
1192029,78326,Hosting,566813,Cloud Lite Plus,4.59,14/05/2019 00:00:00,
1192032,69233,Hosting,559387,Cloud Business Plus,7.99,14/05/2019 00:00:00,
1192034,77427,Hosting,565108,Cloud Business Plus,7.99,14/05/2019 00:00:00,
1192013,75913,Hosting,564067,Cloud Business Plus,0.69,14/05/2019 00:00:00,
1192015,82844,Hosting,568906,Cloud Ultima,1.99,14/05/2019 00:00:00,
1192037,85794,Hosting,576444,Website Builder,0.01,14/05/2019 00:00:00,
1192043,88286,Hosting,572957,Website Builder,7.95,14/05/2019 00:00:00,
1192044,65933,Hosting,555731,Cloud Lite Plus,4.59,14/05/2019 00:00:00,
1192045,69022,Hosting,575575,Cloud Lite Plus,4.95,14/05/2019 00:00:00,
1192049,74541,Hosting,563081,Cloud Lite Plus,4.59,14/05/2019 00:00:00,
1193083,93613,Hosting,576774,Website Builder,4.95,20/05/2019 00:00:00,
1193086,84437,Hosting,570073,Wordpress Hosting,41.94,20/05/2019 00:00:00,
1193054,62532,Hosting,564382,Cloud Business Plus,7.99,20/05/2019 00:00:00,
1193088,70336,Hosting,560306,Cloud Lite Plus,4.59,20/05/2019 00:00:00,
1193091,87004,Hosting,574511,Wordpress Hosting,5.99,20/05/2019 00:00:00,
1193092,92728,Hosting,576187,Website Builder,2.45,20/05/2019 00:00:00,
1193094,69879,Hosting,559444,Cloud Business Plus,7.99,20/05/2019 00:00:00,
1193095,84446,Hosting,570079,Wordpress Hosting,5.99,20/05/2019 00:00:00,
1193098,64587,Hosting,555067,Cloud Business Plus,7.99,20/05/2019 00:00:00,
1193100,71560,Hosting,568953,Cloud Lite Plus,4.59,20/05/2019 00:00:00,
1193101,92730,Hosting,576188,Wordpress Hosting,0.59,20/05/2019 00:00:00,
1193043,57887,Hosting,559430,Cloud VPS Custom PCS,22.68,20/05/2019 00:00:00,
1193103,58556,Hosting,561658,Cloud VPS Option 2 PCS,25.95,20/05/2019 00:00:00,
1193104,78557,Hosting,568960,Cloud VPS Option 2 PCS,10.14,20/05/2019 00:00:00,
1193056,82385,Hosting,575863,Cloud Business Plus,4.95,20/05/2019 00:00:00,
1193105,85678,Hosting,570987,Website Builder,9.95,20/05/2019 00:00:00,
1193107,74116,Hosting,576493,Wordpress Hosting,3.95,20/05/2019 00:00:00,
1193110,92739,Hosting,576195,Website Builder,4.95,20/05/2019 00:00:00,
1193111,81876,Hosting,570076,Cloud Lite Plus,6.54,20/05/2019 00:00:00,
1194208,90160,Setup,576826,,4.95,26/04/2019 00:00:00,
1139454,71410,Hosting,560695,Cloud Lite Plus,4.59,21/06/2018 00:00:00,
1140590,89835,Hosting,574149,Cloud VPS Option 2 PCS,13.53,29/05/2018 00:00:00,
1141803,74160,Hosting,567141,Enterprise,49.95,24/06/2018 00:00:00,
1141836,83097,Hosting,569114,Cloud Lite Plus,4.59,07/07/2018 00:00:00,
1141828,73225,Hosting,562054,Cloud Lite Plus,4.59,06/07/2018 00:00:00,
1142893,71785,Hosting,560977,Level 1 Dedicated Server (14/07/2018,2.54,14/07/2018 00:00:00,
1142896,66738,Hosting,556490,Cloud Lite Plus,4.59,14/07/2018 00:00:00,
1142901,82851,Hosting,568912,Wordpress Hosting,6.54,14/07/2018 00:00:00,
1142889,89682,Hosting,574036,Website Builder,4.95,13/07/2018 00:00:00,
1142890,89966,Hosting,574265,Wordpress Hosting,7.94,13/07/2018 00:00:00,
1142907,78326,Hosting,566813,Cloud Lite Plus,4.59,14/07/2018 00:00:00,
1142885,75759,Hosting,563956,Cloud Lite Plus,4.59,02/07/2018 00:00:00,
1142908,69233,Hosting,559387,Cloud Business Plus,7.99,14/07/2018 00:00:00,
1142913,82844,Hosting,568906,Cloud Business Plus,10.94,14/07/2018 00:00:00,
1142886,77451,Hosting,573118,Cloud Business Plus,9.94,02/07/2018 00:00:00,
1142920,65933,Hosting,555731,Cloud Lite Plus,4.59,14/07/2018 00:00:00,
1142921,74541,Hosting,563081,Cloud Lite Plus,4.59,14/07/2018 00:00:00,
1142923,57848,Hosting,40540,Reseller Lite,0.5,14/07/2018 00:00:00,
1142925,84348,Hosting,570013,Cloud VPS Option 2 PCS,65.45,14/07/2018 00:00:00,
1142892,84325,Hosting,569996,Cloud Lite Plus,4.59,13/07/2018 00:00:00,
1142928,89010,Hosting,574038,Cloud Lite Plus,4.59,14/07/2018 00:00:00,
1142930,58285,Hosting,568913,Cloud Lite Plus,4.59,14/07/2018 00:00:00,
1142931,64191,Hosting,553844,Cloud Business Plus,7.99,14/07/2018 00:00:00,
1142884,70546,Hosting,562441,Level 1 Dedicated Server,2.02,01/07/2018 00:00:00,
1142934,84792,Hosting,570342,Cloud Lite Plus,6.54,14/07/2018 00:00:00,
1144089,88819,Hosting,573608,Website Builder,7.95,22/07/2018 00:00:00,
1211958,78761,Hosting,566042,Cloud Lite Plus,4.59,05/09/2019 00:00:00,
1211987,85146,Hosting,570624,Website Builder,7.95,09/09/2019 00:00:00,
1211988,80532,Hosting,567258,Website Builder,7.95,09/09/2019 00:00:00,
1211969,89337,Hosting,573752,Cloud Ultima,1.69,09/09/2019 00:00:00,
1211970,90177,Hosting,574421,Enterprise,49.95,09/09/2019 00:00:00,
1211971,63117,Hosting,572442,Enterprise,39.95,09/09/2019 00:00:00,
1211991,93449,Hosting,576684,Website Builder,6.95,09/09/2019 00:00:00,
1211993,67403,Hosting,560442,Cloud VPS Option 3 PCS,128.45,09/09/2019 00:00:00,
1211994,87716,Hosting,573490,Wordpress Hosting,7.99,09/09/2019 00:00:00,
1211959,65024,Hosting,554683,Cloud Lite Plus,4.59,07/09/2019 00:00:00,
1211995,62858,Hosting,25032,Cloud Business Plus,7.99,09/09/2019 00:00:00,
1211996,94128,Hosting,577671,Cloud Lite Plus,4.95,09/09/2019 00:00:00,
1211999,86090,Hosting,572441,Wordpress Hosting,7.94,09/09/2019 00:00:00,
1212003,82641,Hosting,568861,Cloud Lite Plus,4.59,09/09/2019 00:00:00,
1211968,53979,Hosting,2478,Legacy GLX Beginner Reseller,1.56,09/09/2019 00:00:00,
1212006,93808,Hosting,576922,Cloud Lite Plus,4.95,09/09/2019 00:00:00,
1195388,90621,Hosting,570827,Cloud Business Plus,0.69,03/06/2019 00:00:00,
1195424,69447,Hosting,575663,Wordpress Hosting,3.95,03/06/2019 00:00:00,
1195425,91075,Hosting,575055,Website Builder,2.95,03/06/2019 00:00:00,
1195426,90234,Hosting,575054,Website Builder,9.95,03/06/2019 00:00:00,
1195427,92410,Hosting,575978,Website Builder,6.45,03/06/2019 00:00:00,
1195390,92430,Hosting,575977,Cloud Business Plus,4.95,03/06/2019 00:00:00,
1195432,89155,Hosting,575974,Wordpress Hosting,0.59,03/06/2019 00:00:00,
1195435,60610,Hosting,573971,Cloud VPS Option 2 PCS,9.54,03/06/2019 00:00:00,
1195437,66566,Hosting,556344,Cloud Lite Plus,4.59,03/06/2019 00:00:00,
1195391,92424,Hosting,575973,Enterprise,49.95,03/06/2019 00:00:00,
1195438,66384,Hosting,556186,Level 1 Dedicated Server,1.25,03/06/2019 00:00:00,
1195440,89287,Hosting,573710,Website Builder,9.95,03/06/2019 00:00:00,
1196552,80649,Hosting,571643,Cloud Business Plus,7.99,10/06/2019 00:00:00,
1196553,93347,Hosting,576694,Website Builder,6.45,10/06/2019 00:00:00,
1196554,69786,Hosting,559361,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196556,86268,Hosting,571406,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196557,88234,Hosting,572911,Wordpress Hosting,7.94,10/06/2019 00:00:00,
1196559,69856,Hosting,568364,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196532,57978,Hosting,557894,Cloud VPS Custom PCS,0.94,10/06/2019 00:00:00,
1196561,85160,Hosting,570633,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196564,82071,Hosting,569615,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196565,63940,Hosting,558998,Cloud VPS Custom PCS,145.45,10/06/2019 00:00:00,
1196567,93472,Hosting,576703,Cloud VPS Option 1 PCS,52.45,10/06/2019 00:00:00,
1196568,92063,Hosting,575745,Website Builder,2.45,10/06/2019 00:00:00,
1196572,84137,Hosting,576697,Cloud Lite Plus,4.95,10/06/2019 00:00:00,
1196573,88654,Hosting,573229,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196577,92990,Hosting,576397,Website Builder,0.01,10/06/2019 00:00:00,
1196578,74116,Hosting,572900,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196579,91144,Hosting,575112,Website Builder,12.95,10/06/2019 00:00:00,
1196580,65647,Hosting,555402,Cloud Business Plus,7.99,10/06/2019 00:00:00,
1196581,83789,Hosting,569619,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196583,83134,Hosting,569143,Wordpress Hosting,4.59,10/06/2019 00:00:00,
1196544,93471,Hosting,576701,Enterprise,39.95,10/06/2019 00:00:00,
1196589,68681,Hosting,558393,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196543,58930,Hosting,52593,Level 1 Dedicated Server,44.55,10/06/2019 00:00:00,
1196590,93459,Hosting,576688,Wordpress Hosting,0.59,10/06/2019 00:00:00,
1196545,92998,Hosting,576404,Cloud Business Plus,0.69,10/06/2019 00:00:00,
1196593,92080,Hosting,575755,Website Builder,6.45,10/06/2019 00:00:00,
1196594,91484,Hosting,575360,Website Builder,2.95,10/06/2019 00:00:00,
1196597,91153,Hosting,575357,Website Builder,2.95,10/06/2019 00:00:00,
1196599,92071,Hosting,575746,Website Builder,4.95,10/06/2019 00:00:00,
1196600,75851,Hosting,564022,Cloud Lite Plus,4.59,10/06/2019 00:00:00,
1196528,91726,Hosting,575509,Cloud Business Plus,1.19,03/06/2019 00:00:00,
1197633,82339,Hosting,568689,Cloud Ultima,14.95,16/06/2019 00:00:00,
1197634,85463,Hosting,572984,Cloud Lite Plus,4.59,16/06/2019 00:00:00,
1197635,85247,Hosting,570684,Cloud Lite Plus,4.59,16/06/2019 00:00:00,
1197637,87784,Hosting,572985,Cloud Lite Plus,4.59,16/06/2019 00:00:00,
1197612,61905,Hosting,576711,Cloud Lite Plus,0.69,11/06/2019 00:00:00,
1197643,61696,Hosting,561704,Cloud VPS Option 1 PCS,3.19,16/06/2019 00:00:00,
1197644,92671,Hosting,576157,Cloud Lite Plus,4.95,16/06/2019 00:00:00,
1197645,65439,Hosting,555197,Cloud Lite Plus,4.59,16/06/2019 00:00:00,
1197646,89711,Hosting,574062,Cloud Lite Plus,4.59,16/06/2019 00:00:00,
1214689,66003,Hosting,555778,Level 1 Dedicated Server,191.45,24/09/2019 00:00:00,
1215788,93470,Hosting,577382,Website Builder,2.95,01/10/2019 00:00:00,
1215789,94986,Hosting,577615,Website Builder,6.95,01/10/2019 00:00:00,
1215790,64040,Hosting,553665,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215791,84571,Hosting,570173,Cloud Business Plus,7.99,01/10/2019 00:00:00,
1215792,91912,Hosting,575643,Website Builder,6.45,01/10/2019 00:00:00,
1215794,74647,Hosting,563230,Cloud Ultima,14.95,01/10/2019 00:00:00,
1215795,91045,Hosting,575031,Website Builder,0.99,01/10/2019 00:00:00,
1215796,85823,Hosting,571105,Wordpress Hosting,5.99,01/10/2019 00:00:00,
1215797,63568,Hosting,553036,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215798,58200,Hosting,31829,Cloud Business Plus,79.95,01/10/2019 00:00:00,
1215799,83013,Hosting,569053,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215800,94130,Hosting,577117,Website Builder,16.95,01/10/2019 00:00:00,
1215801,69949,Hosting,559552,Cloud VPS Option 2 PCS,49.95,01/10/2019 00:00:00,
1215765,92737,Hosting,576194,Wordpress Hosting,7.95,20/09/2019 00:00:00,
1215802,84478,Hosting,575025,Wordpress Hosting,9.99,01/10/2019 00:00:00,
1215777,62532,Hosting,568097,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215803,91373,Hosting,575281,Website Builder,12.95,01/10/2019 00:00:00,
1215804,88651,Hosting,577115,Cloud Lite Plus,0.69,01/10/2019 00:00:00,
1215805,59702,Hosting,570567,Level 1 Dedicated Server,321.45,01/10/2019 00:00:00,
1215809,74369,Hosting,562953,Cloud Business Plus,79.95,01/10/2019 00:00:00,
1215810,82908,Hosting,569052,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215811,74379,Hosting,562960,Cloud Lite Plus,45.95,01/10/2019 00:00:00,
1215812,93308,Hosting,576611,Website Builder,2.95,01/10/2019 00:00:00,
1215814,78727,Hosting,566015,Cloud Lite Plus,45.95,01/10/2019 00:00:00,
1215816,74367,Hosting,562951,Cloud Lite Plus,45.95,01/10/2019 00:00:00,
1215817,70959,Hosting,560379,Cloud Lite Plus,45.95,01/10/2019 00:00:00,
1215766,57887,Hosting,554478,Reseller Lite,0.5,01/10/2019 00:00:00,
1215818,95374,Hosting,577845,Wordpress Hosting,7.95,01/10/2019 00:00:00,
1215819,60732,Hosting,44104,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215821,59036,Hosting,569532,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215822,91034,Hosting,575023,Website Builder,12.95,01/10/2019 00:00:00,
1215823,81178,Hosting,575251,Wordpress Hosting,7.95,01/10/2019 00:00:00,
1215767,59518,Hosting,35974,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215778,85696,Hosting,576604,Website Builder,9.95,01/10/2019 00:00:00,
1215778,85696,Hosting,571340,Website Builder,9.95,01/10/2019 00:00:00,
1215824,87526,Hosting,572378,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215825,75627,Hosting,564214,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215826,91035,Hosting,575024,Cloud Lite Plus,6.99,01/10/2019 00:00:00,
1215827,69797,Hosting,566505,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215828,89865,Hosting,574173,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215829,60912,Hosting,575021,Wordpress Hosting,9.99,01/10/2019 00:00:00,
1215830,69696,Hosting,559274,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215831,66024,Hosting,555798,Cloud Business Plus,7.99,01/10/2019 00:00:00,
1215832,87490,Hosting,572348,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215779,94530,Hosting,577602,Cloud Business Plus,1.19,01/10/2019 00:00:00,
1215833,92884,Hosting,576304,Website Builder,6.95,01/10/2019 00:00:00,
1215834,83382,Hosting,569300,Wordpress Hosting,7.95,01/10/2019 00:00:00,
1215835,82356,Hosting,568539,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215836,88947,Hosting,575280,Wordpress Hosting,0.99,01/10/2019 00:00:00,
1215838,81717,Hosting,568096,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215780,58833,Hosting,553799,Cloud Ultima,169.95,01/10/2019 00:00:00,
1215839,61491,Hosting,37659,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1215781,91036,Hosting,575026,Cloud Lite Plus,0.69,01/10/2019 00:00:00,
1215841,93769,Hosting,576876,Website Builder,9.95,01/10/2019 00:00:00,
1215842,58417,Hosting,54027,Cloud Lite Plus,45.95,01/10/2019 00:00:00,
1215843,62445,Hosting,554806,Cloud Lite Plus,4.59,01/10/2019 00:00:00,
1195558,81023,Hosting,568813,Cloud Lite Plus,4.59,04/06/2019 00:00:00,
1195560,93798,Hosting,576891,Website Builder,6.95,04/06/2019 00:00:00,
1195561,83656,Hosting,569558,Cloud Lite Plus,4.59,04/06/2019 00:00:00,
1195562,68920,Hosting,570563,Cloud Lite Plus,4.59,04/06/2019 00:00:00,
1195525,75163,Hosting,572853,Website Builder,2.95,04/06/2019 00:00:00,
1195563,92910,Hosting,576317,Website Builder,0.01,04/06/2019 00:00:00,
1195620,84437,Hosting,573952,Wordpress Hosting,17.94,02/06/2019 00:00:00,
1195631,78761,Hosting,566042,Cloud Lite Plus,4.59,05/06/2019 00:00:00,
1195632,83640,Hosting,571865,Cloud Business Plus,10.94,05/06/2019 00:00:00,
1196705,82817,Hosting,568879,Website Builder,9.95,11/06/2019 00:00:00,
1196706,71397,Hosting,561445,Cloud Business Plus,7.99,11/06/2019 00:00:00,
1196707,78508,Hosting,565857,Cloud Business Plus,7.99,11/06/2019 00:00:00,
1196710,82964,Hosting,569161,Cloud Lite Plus,4.59,11/06/2019 00:00:00,
1196711,79318,Hosting,571941,Cloud Business Plus,7.99,11/06/2019 00:00:00,
1196697,62532,Hosting,563328,Cloud Lite Plus,4.59,11/06/2019 00:00:00,
1196693,58930,Hosting,559225,Cloud VPS Custom PCS,54.78,11/06/2019 00:00:00,
1196715,87644,Hosting,572464,Cloud Ultima,14.95,11/06/2019 00:00:00,
1196717,70480,Hosting,576098,Wordpress Hosting,3.95,11/06/2019 00:00:00,
1196694,71339,Hosting,560875,Level 1 Dedicated Server,36.89,11/06/2019 00:00:00,
1196720,70024,Hosting,559610,Cloud Lite Plus,4.59,11/06/2019 00:00:00,
1196721,85564,Hosting,570900,Wordpress Hosting,5.99,11/06/2019 00:00:00,
1196722,83144,Hosting,569153,Website Builder,9.95,11/06/2019 00:00:00,
1196682,91451,Hosting,575320,Website Builder,12.95,07/06/2019 00:00:00,
1196726,73901,Hosting,563042,Cloud Ultima,14.95,11/06/2019 00:00:00,
1196728,65306,Hosting,555041,Cloud Lite Plus,4.59,11/06/2019 00:00:00,
1196730,78862,Hosting,566101,Cloud Lite Plus,4.59,11/06/2019 00:00:00,
1196732,90095,Hosting,574446,Wordpress Hosting,5.99,11/06/2019 00:00:00,
1196695,58773,Hosting,562332,Level 2 Dedicated Server,584.95,11/06/2019 00:00:00,
1196695,58773,Hosting,562333,Level 2 Dedicated Server,544.95,11/06/2019 00:00:00,
1196690,85570,Hosting,570902,Reseller Lite,0.5,11/06/2019 00:00:00,
1196735,87437,Hosting,576099,Wordpress Hosting,3.95,11/06/2019 00:00:00,
1196736,66496,Hosting,556322,Website Builder,12.95,11/06/2019 00:00:00,
1196738,91139,Hosting,575121,Website Builder,2.95,11/06/2019 00:00:00,
1196740,64417,Hosting,554129,Cloud Business Plus,7.99,11/06/2019 00:00:00,
1197797,93084,Hosting,576466,Windows Lite,4.95,17/06/2019 00:00:00,
1197799,69586,Hosting,559182,Cloud Business Plus,7.99,17/06/2019 00:00:00,
1197802,88335,Hosting,572995,Cloud Lite Plus,6.54,17/06/2019 00:00:00,
1197803,77828,Hosting,572997,Cloud Lite Plus,6.54,17/06/2019 00:00:00,
1197804,89428,Hosting,573825,Cloud Lite Plus,4.59,17/06/2019 00:00:00,
1197805,88737,Hosting,573293,Wordpress Hosting,7.94,17/06/2019 00:00:00,
1197806,86699,Hosting,571700,Cloud Business Plus,9.94,17/06/2019 00:00:00,
1197807,64094,Hosting,564634,Cloud VPS Option 2 PCS,65.45,17/06/2019 00:00:00,
1197810,89725,Hosting,574071,Cloud Business Plus,9.94,17/06/2019 00:00:00,
1198838,86424,Hosting,571496,Wordpress Hosting,5.99,23/06/2019 00:00:00,
1198840,88081,Hosting,572795,Cloud Lite Plus,4.59,23/06/2019 00:00:00,
1198841,74649,Hosting,563162,Cloud Lite Plus,4.59,23/06/2019 00:00:00,
1198842,92583,Hosting,576525,Website Builder,6.45,23/06/2019 00:00:00,
1198845,84498,Hosting,570113,Cloud Lite Plus,4.59,23/06/2019 00:00:00,
1198847,88404,Hosting,573054,Cloud Lite Plus,4.59,23/06/2019 00:00:00,
1198832,73375,Hosting,570052,Level 1 Dedicated Server,28.69,23/06/2019 00:00:00,
1198848,90632,Hosting,574746,Wordpress Hosting,7.95,23/06/2019 00:00:00,
1198850,89649,Hosting,574121,Website Builder,4.95,23/06/2019 00:00:00,
1198852,85714,Hosting,571011,Cloud Business Plus,7.99,23/06/2019 00:00:00,
1198853,86106,Hosting,571293,Cloud Lite Plus,4.59,23/06/2019 00:00:00,
